Sex,Age,Education,Food,MeanConsumption_total,5PercentileConsumption,50PercentileConsuption,95PercentileConsumption,ConsumptionDays,MeanConsumptiononConsumptionDays,5percentileConsumptiondays,50percentileConsumptiondays,95percentileConsumptiondays
Total male and female,1 to 18 years,Education: lower,0605. Dough and pastry,6.5,0.0,0.0,43.4,6.3,105.6,11.3,60.0,262.5
Male,1 to 18 years,Education: lower,0605. Dough and pastry,7.6,0.0,0.0,83.0,7.9,99.4,11.3,49.5,262.5
Female,1 to 18 years,Education: lower,0605. Dough and pastry,5.2,0.0,0.0,43.4,4.7,116.6,18.0,86.7,210.4
Total male and female,19 to 79 years,Education: lower,0605. Dough and pastry,6.7,0.0,0.0,60.0,4.4,156.8,15.0,175.7,327.8
Male,19 to 79 years,Education: lower,0605. Dough and pastry,8.7,0.0,0.0,88.8,4.7,194.9,50.0,177.5,330.0
Female,19 to 79 years,Education: lower,0605. Dough and pastry,5.2,0.0,0.0,53.0,4.2,121.6,14.8,118.3,288.0
Total male and female,1 to 18 years,Education: intermediate,0605. Dough and pastry,6.0,0.0,0.0,54.4,4.5,128.6,18.0,120.0,300.0
Male,1 to 18 years,Education: intermediate,0605. Dough and pastry,7.6,0.0,0.0,73.5,4.9,146.4,18.0,150.9,300.0
Female,1 to 18 years,Education: intermediate,0605. Dough and pastry,4.3,0.0,0.0,30.0,4.1,105.7,14.2,108.8,225.0
Total male and female,19 to 79 years,Education: intermediate,0605. Dough and pastry,5.4,0.0,0.0,39.5,3.9,137.4,18.0,145.0,297.0
Male,19 to 79 years,Education: intermediate,0605. Dough and pastry,6.2,0.0,0.0,60.1,4.1,154.2,18.0,163.9,297.0
Female,19 to 79 years,Education: intermediate,0605. Dough and pastry,4.6,0.0,0.0,34.6,3.8,117.8,5.9,99.0,271.7
Total male and female,1 to 18 years,Education: higher,0605. Dough and pastry,7.4,0.0,0.0,60.6,6.4,115.0,17.3,101.0,296.4
Male,1 to 18 years,Education: higher,0605. Dough and pastry,8.0,0.0,0.0,76.5,6.4,124.5,20.0,109.0,300.0
Female,1 to 18 years,Education: higher,0605. Dough and pastry,6.7,0.0,0.0,56.9,6.5,105.1,10.0,93.0,269.7
Total male and female,19 to 79 years,Education: higher,0605. Dough and pastry,7.5,0.0,0.0,66.0,6.6,112.9,16.3,97.0,258.6
Male,19 to 79 years,Education: higher,0605. Dough and pastry,7.8,0.0,0.0,74.3,5.7,133.3,16.6,145.0,309.7
Female,19 to 79 years,Education: higher,0605. Dough and pastry,7.3,0.0,0.0,62.5,7.5,96.4,16.3,90.0,210.0
Total male and female,1 to 18 years,Education: lower,"07. Meat,meat products and substitutes",89.7,11.8,75.7,217.0,89.7,100.0,18.8,83.5,241.5
Male,1 to 18 years,Education: lower,"07. Meat,meat products and substitutes",101.8,17.1,87.3,222.7,91.9,111.1,18.8,96.4,270.7
Female,1 to 18 years,Education: lower,"07. Meat,meat products and substitutes",76.8,11.8,67.8,157.9,87.3,87.7,17.0,78.0,186.0
Total male and female,19 to 79 years,Education: lower,"07. Meat,meat products and substitutes",108.0,22.0,99.2,230.7,91.8,117.7,19.0,104.0,264.1
Male,19 to 79 years,Education: lower,"07. Meat,meat products and substitutes",129.1,42.4,121.3,258.8,95.6,135.3,23.2,120.0,300.0
Female,19 to 79 years,Education: lower,"07. Meat,meat products and substitutes",90.6,17.2,82.4,185.9,88.8,102.0,16.3,87.5,238.0
Total male and female,1 to 18 years,Education: intermediate,"07. Meat,meat products and substitutes",82.1,11.0,71.4,187.3,89.5,91.9,12.7,78.0,218.4
Male,1 to 18 years,Education: intermediate,"07. Meat,meat products and substitutes",91.9,13.2,78.9,203.0,91.2,101.0,13.5,80.0,251.7
Female,1 to 18 years,Education: intermediate,"07. Meat,meat products and substitutes",71.8,5.4,62.0,164.4,87.6,82.0,11.1,75.0,192.1
Total male and female,19 to 79 years,Education: intermediate,"07. Meat,meat products and substitutes",107.1,18.0,95.4,235.1,90.4,119.0,20.0,99.2,277.0
Male,19 to 79 years,Education: intermediate,"07. Meat,meat products and substitutes",127.3,34.8,113.5,261.1,93.2,137.1,22.0,119.6,298.6
Female,19 to 79 years,Education: intermediate,"07. Meat,meat products and substitutes",85.3,5.5,80.0,178.0,87.3,98.2,16.0,82.5,217.4
Total male and female,1 to 18 years,Education: higher,"07. Meat,meat products and substitutes",66.4,8.0,57.9,163.3,88.5,75.0,11.0,61.5,188.3
Male,1 to 18 years,Education: higher,"07. Meat,meat products and substitutes",75.2,8.3,63.7,186.3,88.9,84.5,13.5,69.5,211.0
Female,1 to 18 years,Education: higher,"07. Meat,meat products and substitutes",57.2,8.0,52.7,130.4,88.0,64.8,11.0,54.1,153.6
Total male and female,19 to 79 years,Education: higher,"07. Meat,meat products and substitutes",95.7,0.0,84.4,228.3,84.8,113.3,18.4,93.8,277.0
Male,19 to 79 years,Education: higher,"07. Meat,meat products and substitutes",112.2,11.0,97.0,250.1,88.6,127.1,24.0,109.5,305.0
Female,19 to 79 years,Education: higher,"07. Meat,meat products and substitutes",78.1,0.0,69.9,178.3,80.7,97.2,11.8,79.2,248.5
Total male and female,1 to 18 years,Education: lower,0700. Unclass. and combined meat prod.,1.6,0.0,0.0,0.0,2.0,80.3,5.0,80.0,176.0
Male,1 to 18 years,Education: lower,0700. Unclass. and combined meat prod.,1.6,0.0,0.0,10.7,2.7,58.1,5.0,47.9,125.0
Female,1 to 18 years,Education: lower,0700. Unclass. and combined meat prod.,1.6,0.0,0.0,0.0,1.3,129.6,80.0,125.0,176.0
Total male and female,19 to 79 years,Education: lower,0700. Unclass. and combined meat prod.,2.6,0.0,0.0,0.0,1.7,139.0,30.0,140.0,240.0
Male,19 to 79 years,Education: lower,0700. Unclass. and combined meat prod.,2.9,0.0,0.0,0.0,1.9,142.8,52.5,140.0,176.0
Female,19 to 79 years,Education: lower,0700. Unclass. and combined meat prod.,2.4,0.0,0.0,0.0,1.6,135.2,30.0,150.0,240.0
Total male and female,1 to 18 years,Education: intermediate,0700. Unclass. and combined meat prod.,2.4,0.0,0.0,0.0,2.5,99.5,11.9,80.0,240.0
Male,1 to 18 years,Education: intermediate,0700. Unclass. and combined meat prod.,3.2,0.0,0.0,21.0,3.1,103.1,21.0,80.0,240.0
Female,1 to 18 years,Education: intermediate,0700. Unclass. and combined meat prod.,1.6,0.0,0.0,0.0,1.8,92.6,9.6,91.0,240.0
Total male and female,19 to 79 years,Education: intermediate,0700. Unclass. and combined meat prod.,2.4,0.0,0.0,0.0,2.2,111.9,28.8,105.0,247.0
Male,19 to 79 years,Education: intermediate,0700. Unclass. and combined meat prod.,2.8,0.0,0.0,0.0,2.5,119.3,5.4,106.0,277.0
Female,19 to 79 years,Education: intermediate,0700. Unclass. and combined meat prod.,1.9,0.0,0.0,0.0,1.9,101.0,28.8,93.3,210.0
Total male and female,1 to 18 years,Education: higher,0700. Unclass. and combined meat prod.,2.0,0.0,0.0,0.0,1.9,106.0,14.0,93.3,277.0
Male,1 to 18 years,Education: higher,0700. Unclass. and combined meat prod.,2.8,0.0,0.0,0.0,2.3,122.8,14.0,103.5,277.0
Female,1 to 18 years,Education: higher,0700. Unclass. and combined meat prod.,1.2,0.0,0.0,0.0,1.6,80.3,14.0,77.0,153.6
Total male and female,19 to 79 years,Education: higher,0700. Unclass. and combined meat prod.,1.5,0.0,0.0,0.0,1.5,103.2,10.0,75.0,277.0
Male,19 to 79 years,Education: higher,0700. Unclass. and combined meat prod.,1.7,0.0,0.0,0.0,1.7,103.2,10.0,75.0,277.0
Female,19 to 79 years,Education: higher,0700. Unclass. and combined meat prod.,1.3,0.0,0.0,0.0,1.3,103.1,21.0,87.5,240.0
Total male and female,1 to 18 years,Education: lower,0701. Domestic mammals,22.5,0.0,4.7,85.0,31.7,71.3,7.0,65.5,172.0
Male,1 to 18 years,Education: lower,0701. Domestic mammals,25.4,0.0,3.8,88.0,32.9,78.7,7.3,68.7,176.0
Female,1 to 18 years,Education: lower,0701. Domestic mammals,19.4,0.0,7.1,78.2,30.4,62.8,6.3,63.1,137.5
Total male and female,19 to 79 years,Education: lower,0701. Domestic mammals,33.0,0.0,14.3,123.5,35.5,93.9,16.3,75.0,206.0
Male,19 to 79 years,Education: lower,0701. Domestic mammals,38.0,0.0,18.4,140.6,37.6,103.0,17.8,84.0,227.0
Female,19 to 79 years,Education: lower,0701. Domestic mammals,28.9,0.0,12.2,111.4,33.8,85.6,13.9,70.9,176.0
Total male and female,1 to 18 years,Education: intermediate,0701. Domestic mammals,19.8,0.0,2.0,75.0,30.9,64.5,7.4,51.0,172.0
Male,1 to 18 years,Education: intermediate,0701. Domestic mammals,23.4,0.0,4.5,86.0,32.9,71.4,5.4,58.1,176.0
Female,1 to 18 years,Education: intermediate,0701. Domestic mammals,16.0,0.0,0.0,56.5,28.7,56.0,8.4,45.5,137.8
Total male and female,19 to 79 years,Education: intermediate,0701. Domestic mammals,35.8,0.0,22.6,127.8,37.5,96.0,16.6,75.0,250.0
Male,19 to 79 years,Education: intermediate,0701. Domestic mammals,44.9,0.0,30.6,140.0,41.5,108.3,18.2,80.0,277.0
Female,19 to 79 years,Education: intermediate,0701. Domestic mammals,25.9,0.0,8.9,89.0,33.2,79.5,14.8,68.0,172.0
Total male and female,1 to 18 years,Education: higher,0701. Domestic mammals,15.5,0.0,0.0,67.8,28.2,54.8,7.1,41.6,142.3
Male,1 to 18 years,Education: higher,0701. Domestic mammals,17.0,0.0,0.0,71.2,28.3,59.9,8.3,42.0,172.0
Female,1 to 18 years,Education: higher,0701. Domestic mammals,13.9,0.0,0.0,63.3,28.2,49.4,6.4,40.1,130.0
Total male and female,19 to 79 years,Education: higher,0701. Domestic mammals,30.1,0.0,16.0,110.2,34.5,87.4,14.0,74.3,220.0
Male,19 to 79 years,Education: higher,0701. Domestic mammals,35.7,0.0,20.0,127.5,36.6,98.4,14.9,80.7,255.0
Female,19 to 79 years,Education: higher,0701. Domestic mammals,24.2,0.0,12.6,86.0,32.3,74.0,12.8,61.4,172.0
Total male and female,1 to 18 years,Education: lower,070100. Unclass.,3.7,0.0,0.0,25.5,7.0,53.2,8.4,44.2,170.0
Male,1 to 18 years,Education: lower,070100. Unclass.,3.4,0.0,0.0,22.5,5.6,62.5,7.7,43.6,170.0
Female,1 to 18 years,Education: lower,070100. Unclass.,4.0,0.0,0.0,28.5,8.5,46.6,8.4,44.2,100.0
Total male and female,19 to 79 years,Education: lower,070100. Unclass.,3.4,0.0,0.0,27.9,5.4,64.0,14.9,49.1,187.5
Male,19 to 79 years,Education: lower,070100. Unclass.,5.0,0.0,0.0,35.9,7.5,66.8,16.3,48.8,187.5
Female,19 to 79 years,Education: lower,070100. Unclass.,2.1,0.0,0.0,13.4,3.7,59.5,12.3,49.2,189.0
Total male and female,1 to 18 years,Education: intermediate,070100. Unclass.,2.9,0.0,0.0,21.5,6.6,44.5,10.6,32.6,106.3
Male,1 to 18 years,Education: intermediate,070100. Unclass.,3.1,0.0,0.0,23.3,6.9,45.9,9.2,35.1,125.0
Female,1 to 18 years,Education: intermediate,070100. Unclass.,2.7,0.0,0.0,19.3,6.2,42.9,10.6,32.6,95.2
Total male and female,19 to 79 years,Education: intermediate,070100. Unclass.,4.7,0.0,0.0,31.9,7.1,66.0,16.6,56.3,152.3
Male,19 to 79 years,Education: intermediate,070100. Unclass.,6.5,0.0,0.0,48.3,8.9,73.9,18.9,60.1,170.0
Female,19 to 79 years,Education: intermediate,070100. Unclass.,2.7,0.0,0.0,27.3,5.2,51.5,14.2,53.1,106.3
Total male and female,1 to 18 years,Education: higher,070100. Unclass.,2.5,0.0,0.0,20.0,5.4,47.6,6.1,37.0,134.0
Male,1 to 18 years,Education: higher,070100. Unclass.,2.6,0.0,0.0,20.9,4.9,54.0,5.9,41.8,134.0
Female,1 to 18 years,Education: higher,070100. Unclass.,2.5,0.0,0.0,19.3,5.9,42.0,7.2,35.7,140.1
Total male and female,19 to 79 years,Education: higher,070100. Unclass.,3.7,0.0,0.0,31.6,5.6,65.1,22.3,59.1,129.8
Male,19 to 79 years,Education: higher,070100. Unclass.,4.6,0.0,0.0,39.5,6.4,73.0,25.0,66.9,146.8
Female,19 to 79 years,Education: higher,070100. Unclass.,2.6,0.0,0.0,24.6,4.8,54.0,22.3,49.2,112.5
Total male and female,1 to 18 years,Education: lower,070101. Beef,5.9,0.0,0.0,36.0,9.0,65.9,7.0,50.0,189.0
Male,1 to 18 years,Education: lower,070101. Beef,6.1,0.0,0.0,28.9,10.0,61.9,7.0,42.0,189.0
Female,1 to 18 years,Education: lower,070101. Beef,5.7,0.0,0.0,40.0,8.0,71.2,6.3,71.2,149.6
Total male and female,19 to 79 years,Education: lower,070101. Beef,13.2,0.0,0.0,80.5,15.3,87.2,13.6,72.0,277.0
Male,19 to 79 years,Education: lower,070101. Beef,15.1,0.0,0.0,86.0,15.6,98.9,13.6,80.0,277.0
Female,19 to 79 years,Education: lower,070101. Beef,11.6,0.0,0.0,71.5,15.0,77.1,18.4,60.0,172.0
Total male and female,1 to 18 years,Education: intermediate,070101. Beef,7.2,0.0,0.0,40.0,12.4,59.0,6.3,49.9,160.0
Male,1 to 18 years,Education: intermediate,070101. Beef,8.5,0.0,0.0,42.0,13.4,65.2,9.1,51.0,182.3
Female,1 to 18 years,Education: intermediate,070101. Beef,5.8,0.0,0.0,37.5,11.3,51.2,3.9,42.0,113.0
Total male and female,19 to 79 years,Education: intermediate,070101. Beef,13.7,0.0,0.0,72.0,15.5,88.2,21.8,72.0,208.0
Male,19 to 79 years,Education: intermediate,070101. Beef,17.3,0.0,0.0,84.0,17.2,100.7,31.3,80.0,277.0
Female,19 to 79 years,Education: intermediate,070101. Beef,9.9,0.0,0.0,53.0,13.8,71.6,15.0,60.2,172.0
Total male and female,1 to 18 years,Education: higher,070101. Beef,6.2,0.0,0.0,38.8,12.9,47.8,7.7,37.0,122.8
Male,1 to 18 years,Education: higher,070101. Beef,6.9,0.0,0.0,41.2,13.1,52.2,7.8,37.5,142.3
Female,1 to 18 years,Education: higher,070101. Beef,5.5,0.0,0.0,37.5,12.8,43.1,7.1,36.0,113.0
Total male and female,19 to 79 years,Education: higher,070101. Beef,14.2,0.0,0.0,82.5,17.2,81.0,14.9,72.0,189.0
Male,19 to 79 years,Education: higher,070101. Beef,15.0,0.0,0.0,86.7,16.1,93.4,20.0,77.1,200.0
Female,19 to 79 years,Education: higher,070101. Beef,13.3,0.0,0.0,67.7,18.4,69.4,12.8,60.0,172.0
Total male and female,1 to 18 years,Education: lower,070102. Veal,0.3,0.0,0.0,0.0,0.3,73.5,73.5,73.5,73.5
Male,1 to 18 years,Education: lower,070102. Veal,0.2,0.0,0.0,0.0,0.3,73.5,73.5,73.5,73.5
Female,1 to 18 years,Education: lower,070102. Veal,0.3,0.0,0.0,0.0,0.4,73.5,73.5,73.5,73.5
Total male and female,19 to 79 years,Education: lower,070102. Veal,0.5,0.0,0.0,0.0,0.5,96.6,33.6,75.0,172.0
Male,19 to 79 years,Education: lower,070102. Veal,0.9,0.0,0.0,0.0,0.6,124.6,73.5,172.0,172.0
Female,19 to 79 years,Education: lower,070102. Veal,0.2,0.0,0.0,0.0,0.4,56.7,33.6,75.0,75.0
Total male and female,1 to 18 years,Education: intermediate,070102. Veal,0.2,0.0,0.0,0.0,0.3,69.8,8.9,45.8,172.0
Male,1 to 18 years,Education: intermediate,070102. Veal,0.3,0.0,0.0,0.0,0.4,80.6,8.9,45.8,172.0
Female,1 to 18 years,Education: intermediate,070102. Veal,0.1,0.0,0.0,0.0,0.2,44.3,20.0,20.0,73.5
Total male and female,19 to 79 years,Education: intermediate,070102. Veal,0.2,0.0,0.0,0.0,0.4,63.4,25.2,68.3,79.7
Male,19 to 79 years,Education: intermediate,070102. Veal,0.4,0.0,0.0,0.0,0.7,60.9,25.2,65.0,78.8
Female,19 to 79 years,Education: intermediate,070102. Veal,0.1,0.0,0.0,0.0,0.2,75.5,73.5,73.5,79.7
Total male and female,1 to 18 years,Education: higher,070102. Veal,0.1,0.0,0.0,0.0,0.2,69.8,55.7,73.5,75.0
Male,1 to 18 years,Education: higher,070102. Veal,0.2,0.0,0.0,0.0,0.2,66.7,55.7,73.5,73.5
Female,1 to 18 years,Education: higher,070102. Veal,0.1,0.0,0.0,0.0,0.1,75.0,75.0,75.0,75.0
Total male and female,19 to 79 years,Education: higher,070102. Veal,0.7,0.0,0.0,0.0,0.6,126.4,11.2,73.5,265.0
Male,19 to 79 years,Education: higher,070102. Veal,0.9,0.0,0.0,0.0,0.8,114.3,4.9,73.5,265.0
Female,19 to 79 years,Education: higher,070102. Veal,0.5,0.0,0.0,0.0,0.3,167.0,11.2,247.0,247.0
Total male and female,1 to 18 years,Education: lower,070103. Pork,12.5,0.0,0.0,60.0,16.4,76.3,12.4,75.0,172.0
Male,1 to 18 years,Education: lower,070103. Pork,15.4,0.0,0.0,72.5,18.7,83.9,15.8,75.0,172.0
Female,1 to 18 years,Education: lower,070103. Pork,9.3,0.0,0.0,52.5,14.0,65.6,2.7,75.0,125.0
Total male and female,19 to 79 years,Education: lower,070103. Pork,15.6,0.0,0.0,86.0,16.7,94.0,12.4,81.4,175.0
Male,19 to 79 years,Education: lower,070103. Pork,16.3,0.0,0.0,86.0,16.7,100.0,20.0,90.0,176.0
Female,19 to 79 years,Education: lower,070103. Pork,15.0,0.0,0.0,86.0,16.8,89.0,12.4,80.0,172.0
Total male and female,1 to 18 years,Education: intermediate,070103. Pork,9.2,0.0,0.0,56.5,12.2,75.3,5.3,75.0,176.0
Male,1 to 18 years,Education: intermediate,070103. Pork,11.0,0.0,0.0,62.5,13.2,82.7,4.8,75.0,210.0
Female,1 to 18 years,Education: intermediate,070103. Pork,7.4,0.0,0.0,40.8,11.3,66.2,8.9,66.0,175.0
Total male and female,19 to 79 years,Education: intermediate,070103. Pork,16.1,0.0,0.0,88.0,15.9,102.8,10.4,80.0,277.0
Male,19 to 79 years,Education: intermediate,070103. Pork,19.7,0.0,0.0,104.6,17.0,115.2,9.0,94.8,277.0
Female,19 to 79 years,Education: intermediate,070103. Pork,12.3,0.0,0.0,82.5,14.7,87.4,11.6,75.0,202.0
Total male and female,1 to 18 years,Education: higher,070103. Pork,6.0,0.0,0.0,39.4,9.8,61.0,6.4,52.5,172.0
Male,1 to 18 years,Education: higher,070103. Pork,6.9,0.0,0.0,43.8,10.0,68.5,8.5,50.0,200.0
Female,1 to 18 years,Education: higher,070103. Pork,5.0,0.0,0.0,37.5,9.6,52.6,4.4,58.5,100.0
Total male and female,19 to 79 years,Education: higher,070103. Pork,10.4,0.0,0.0,65.1,11.7,89.9,9.8,78.8,277.0
Male,19 to 79 years,Education: higher,070103. Pork,14.1,0.0,0.0,82.0,14.7,96.7,9.8,78.8,277.0
Female,19 to 79 years,Education: higher,070103. Pork,6.4,0.0,0.0,52.5,8.5,77.3,6.7,78.8,150.0
Total male and female,1 to 18 years,Education: lower,070104. Mutton/Lamb,0.1,0.0,0.0,0.0,0.1,112.5,112.5,112.5,112.5
Male,1 to 18 years,Education: lower,070104. Mutton/Lamb,0.3,0.0,0.0,0.0,0.3,112.5,112.5,112.5,112.5
Female,1 to 18 years,Education: lower,070104. Mutton/Lamb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,19 to 79 years,Education: lower,070104. Mutton/Lamb,0.3,0.0,0.0,0.0,0.3,101.3,77.8,77.8,125.0
Male,19 to 79 years,Education: lower,070104. Mutton/Lamb,0.7,0.0,0.0,0.0,0.8,101.3,77.8,77.8,125.0
Female,19 to 79 years,Education: lower,070104. Mutton/Lamb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,1 to 18 years,Education: intermediate,070104. Mutton/Lamb,0.3,0.0,0.0,0.0,0.3,87.2,26.2,52.3,175.0
Male,1 to 18 years,Education: intermediate,070104. Mutton/Lamb,0.5,0.0,0.0,0.0,0.4,98.3,26.2,104.7,175.0
Female,1 to 18 years,Education: intermediate,070104. Mutton/Lamb,0.1,0.0,0.0,0.0,0.1,52.0,52.0,52.0,52.0
Total male and female,19 to 79 years,Education: intermediate,070104. Mutton/Lamb,0.5,0.0,0.0,0.0,0.7,67.8,30.0,52.3,177.8
Male,19 to 79 years,Education: intermediate,070104. Mutton/Lamb,0.7,0.0,0.0,0.0,0.8,80.3,41.5,52.3,177.8
Female,19 to 79 years,Education: intermediate,070104. Mutton/Lamb,0.3,0.0,0.0,0.0,0.6,48.7,30.0,41.5,75.0
Total male and female,1 to 18 years,Education: higher,070104. Mutton/Lamb,0.6,0.0,0.0,0.0,0.7,89.5,18.1,77.0,225.0
Male,1 to 18 years,Education: higher,070104. Mutton/Lamb,0.5,0.0,0.0,0.0,0.7,71.4,18.1,52.3,172.0
Female,1 to 18 years,Education: higher,070104. Mutton/Lamb,0.8,0.0,0.0,0.0,0.7,108.0,1.6,104.6,225.0
Total male and female,19 to 79 years,Education: higher,070104. Mutton/Lamb,1.1,0.0,0.0,0.0,1.3,97.9,26.2,47.7,390.0
Male,19 to 79 years,Education: higher,070104. Mutton/Lamb,0.9,0.0,0.0,0.0,1.2,76.2,23.3,75.0,160.0
Female,19 to 79 years,Education: higher,070104. Mutton/Lamb,1.3,0.0,0.0,0.0,1.3,120.3,26.2,36.0,390.0
Total male and female,1 to 18 years,Education: lower,070105. Horse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Male,1 to 18 years,Education: lower,070105. Horse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Female,1 to 18 years,Education: lower,070105. Horse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,19 to 79 years,Education: lower,070105. Horse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Male,19 to 79 years,Education: lower,070105. Horse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Female,19 to 79 years,Education: lower,070105. Horse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,1 to 18 years,Education: intermediate,070105. Horse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Male,1 to 18 years,Education: intermediate,070105. Horse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Female,1 to 18 years,Education: intermediate,070105. Horse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,19 to 79 years,Education: intermediate,070105. Horse,0.2,0.0,0.0,0.0,0.2,115.2,100.0,113.0,172.0
Male,19 to 79 years,Education: intermediate,070105. Horse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Female,19 to 79 years,Education: intermediate,070105. Horse,0.4,0.0,0.0,0.0,0.4,115.2,100.0,113.0,172.0
Total male and female,1 to 18 years,Education: higher,070105. Horse,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0
Male,1 to 18 years,Education: higher,070105. Horse,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0
Female,1 to 18 years,Education: higher,070105. Horse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,19 to 79 years,Education: higher,070105. Horse,0.1,0.0,0.0,0.0,0.1,125.0,125.0,125.0,125.0
Male,19 to 79 years,Education: higher,070105. Horse,0.2,0.0,0.0,0.0,0.2,125.0,125.0,125.0,125.0
Female,19 to 79 years,Education: higher,070105. Horse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,1 to 18 years,Education: lower,070107. Rabbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Male,1 to 18 years,Education: lower,070107. Rabbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Female,1 to 18 years,Education: lower,070107. Rabbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,19 to 79 years,Education: lower,070107. Rabbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Male,19 to 79 years,Education: lower,070107. Rabbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Female,19 to 79 years,Education: lower,070107. Rabbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,1 to 18 years,Education: intermediate,070107. Rabbit,0.0,0.0,0.0,0.0,0.1,21.0,21.0,21.0,21.0
Male,1 to 18 years,Education: intermediate,070107. Rabbit,0.0,0.0,0.0,0.0,0.1,21.0,21.0,21.0,21.0
Female,1 to 18 years,Education: intermediate,070107. Rabbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,19 to 79 years,Education: intermediate,070107. Rabbit,0.3,0.0,0.0,0.0,0.2,131.4,108.8,144.4,144.4
Male,19 to 79 years,Education: intermediate,070107. Rabbit,0.3,0.0,0.0,0.0,0.3,124.1,108.8,108.8,144.4
Female,19 to 79 years,Education: intermediate,070107. Rabbit,0.2,0.0,0.0,0.0,0.2,144.4,144.4,144.4,144.4
Total male and female,1 to 18 years,Education: higher,070107. Rabbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Male,1 to 18 years,Education: higher,070107. Rabbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Female,1 to 18 years,Education: higher,070107. Rabbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,19 to 79 years,Education: higher,070107. Rabbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Male,19 to 79 years,Education: higher,070107. Rabbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Female,19 to 79 years,Education: higher,070107. Rabbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
