"TIME","GEO","SEX","AGE","CITIZEN","UNIT","Value","Flag and Footnotes"
"2001Q2","Iceland","Females","From 15 to 64 years","Total","Percentage","84.8",""
"2001Q2","Norway","Total","From 15 to 64 years","Total","Percentage","80.5",""
"2001Q2","Norway","Males","From 15 to 64 years","Total","Percentage","84.3",""
"2001Q2","Norway","Females","From 15 to 64 years","Total","Percentage","76.6",""
"2001Q2","Switzerland","Total","From 15 to 64 years","Total","Percentage","81.2",""
"2001Q2","Switzerland","Males","From 15 to 64 years","Total","Percentage","89.2",""
"2001Q2","Switzerland","Females","From 15 to 64 years","Total","Percentage","73.2",""
"2001Q2","Montenegro","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q2","Montenegro","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q2","Montenegro","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q2","North Macedonia","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q2","North Macedonia","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q2","North Macedonia","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q2","Serbia","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q2","Serbia","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q2","Serbia","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q2","Turkey","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q2","Turkey","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q2","Turkey","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Belgium","Total","From 15 to 64 years","Total","Percentage","64.7",""
"2001Q3","Belgium","Males","From 15 to 64 years","Total","Percentage","74.1",""
"2001Q3","Belgium","Females","From 15 to 64 years","Total","Percentage","55.1",""
"2001Q3","Bulgaria","Total","From 15 to 64 years","Total","Percentage","63.2",""
"2001Q3","Bulgaria","Males","From 15 to 64 years","Total","Percentage","67.6",""
"2001Q3","Bulgaria","Females","From 15 to 64 years","Total","Percentage","58.9",""
"2001Q3","Czechia","Total","From 15 to 64 years","Total","Percentage","70.8",""
"2001Q3","Czechia","Males","From 15 to 64 years","Total","Percentage","78.6",""
"2001Q3","Czechia","Females","From 15 to 64 years","Total","Percentage","63.1",""
"2001Q3","Denmark","Total","From 15 to 64 years","Total","Percentage","80.7",""
"2001Q3","Denmark","Males","From 15 to 64 years","Total","Percentage","84.4",""
"2001Q3","Denmark","Females","From 15 to 64 years","Total","Percentage","76.9",""
"2001Q3","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Estonia","Total","From 15 to 64 years","Total","Percentage","71.1",""
"2001Q3","Estonia","Males","From 15 to 64 years","Total","Percentage","74.2",""
"2001Q3","Estonia","Females","From 15 to 64 years","Total","Percentage","68.1",""
"2001Q3","Ireland","Total","From 15 to 64 years","Total","Percentage","70.5",""
"2001Q3","Ireland","Males","From 15 to 64 years","Total","Percentage","81.8",""
"2001Q3","Ireland","Females","From 15 to 64 years","Total","Percentage","59.0",""
"2001Q3","Greece","Total","From 15 to 64 years","Total","Percentage","63.4",""
"2001Q3","Greece","Males","From 15 to 64 years","Total","Percentage","77.1",""
"2001Q3","Greece","Females","From 15 to 64 years","Total","Percentage","49.8",""
"2001Q3","Spain","Total","From 15 to 64 years","Total","Percentage","65.0",""
"2001Q3","Spain","Males","From 15 to 64 years","Total","Percentage","78.9",""
"2001Q3","Spain","Females","From 15 to 64 years","Total","Percentage","51.0",""
"2001Q3","France","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","France","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","France","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Croatia","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Croatia","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Croatia","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Italy","Total","From 15 to 64 years","Total","Percentage","60.9",""
"2001Q3","Italy","Males","From 15 to 64 years","Total","Percentage","74.4",""
"2001Q3","Italy","Females","From 15 to 64 years","Total","Percentage","47.5",""
"2001Q3","Cyprus","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Cyprus","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Cyprus","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Latvia","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Latvia","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Latvia","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Lithuania","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Lithuania","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Lithuania","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Luxembourg","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Luxembourg","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Luxembourg","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Hungary","Total","From 15 to 64 years","Total","Percentage","59.9",""
"2001Q3","Hungary","Males","From 15 to 64 years","Total","Percentage","67.5",""
"2001Q3","Hungary","Females","From 15 to 64 years","Total","Percentage","52.7",""
"2001Q3","Malta","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Malta","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Malta","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Netherlands","Total","From 15 to 64 years","Total","Percentage","75.9",""
"2001Q3","Netherlands","Males","From 15 to 64 years","Total","Percentage","84.4",""
"2001Q3","Netherlands","Females","From 15 to 64 years","Total","Percentage","67.2",""
"2001Q3","Austria","Total","From 15 to 64 years","Total","Percentage","71.1",""
"2001Q3","Austria","Males","From 15 to 64 years","Total","Percentage","80.0",""
"2001Q3","Austria","Females","From 15 to 64 years","Total","Percentage","62.4",""
"2001Q3","Poland","Total","From 15 to 64 years","Total","Percentage","65.8",""
"2001Q3","Poland","Males","From 15 to 64 years","Total","Percentage","71.5",""
"2001Q3","Poland","Females","From 15 to 64 years","Total","Percentage","60.2",""
"2001Q3","Portugal","Total","From 15 to 64 years","Total","Percentage","72.1",""
"2001Q3","Portugal","Males","From 15 to 64 years","Total","Percentage","79.8",""
"2001Q3","Portugal","Females","From 15 to 64 years","Total","Percentage","64.6",""
"2001Q3","Romania","Total","From 15 to 64 years","Total","Percentage","69.3",""
"2001Q3","Romania","Males","From 15 to 64 years","Total","Percentage","74.7",""
"2001Q3","Romania","Females","From 15 to 64 years","Total","Percentage","64.0",""
"2001Q3","Slovenia","Total","From 15 to 64 years","Total","Percentage","69.2",""
"2001Q3","Slovenia","Males","From 15 to 64 years","Total","Percentage","74.0",""
"2001Q3","Slovenia","Females","From 15 to 64 years","Total","Percentage","64.3",""
"2001Q3","Slovakia","Total","From 15 to 64 years","Total","Percentage","70.7",""
"2001Q3","Slovakia","Males","From 15 to 64 years","Total","Percentage","77.6",""
"2001Q3","Slovakia","Females","From 15 to 64 years","Total","Percentage","63.9",""
"2001Q3","Finland","Total","From 15 to 64 years","Total","Percentage","75.8",""
"2001Q3","Finland","Males","From 15 to 64 years","Total","Percentage","78.7",""
"2001Q3","Finland","Females","From 15 to 64 years","Total","Percentage","72.9",""
"2001Q3","Sweden","Total","From 15 to 64 years","Total","Percentage","78.9",""
"2001Q3","Sweden","Males","From 15 to 64 years","Total","Percentage","81.0",""
"2001Q3","Sweden","Females","From 15 to 64 years","Total","Percentage","76.8",""
"2001Q3","United Kingdom","Total","From 15 to 64 years","Total","Percentage","75.6",""
"2001Q3","United Kingdom","Males","From 15 to 64 years","Total","Percentage","83.1",""
"2001Q3","United Kingdom","Females","From 15 to 64 years","Total","Percentage","68.2",""
"2001Q3","Iceland","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Iceland","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Iceland","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Norway","Total","From 15 to 64 years","Total","Percentage","80.6",""
"2001Q3","Norway","Males","From 15 to 64 years","Total","Percentage","84.2",""
"2001Q3","Norway","Females","From 15 to 64 years","Total","Percentage","76.9",""
"2001Q3","Switzerland","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Switzerland","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Switzerland","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Montenegro","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Montenegro","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Montenegro","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","North Macedonia","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","North Macedonia","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","North Macedonia","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Serbia","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Serbia","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Serbia","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Turkey","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Turkey","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q3","Turkey","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","Belgium","Total","From 15 to 64 years","Total","Percentage","64.4",""
"2001Q4","Belgium","Males","From 15 to 64 years","Total","Percentage","73.0",""
"2001Q4","Belgium","Females","From 15 to 64 years","Total","Percentage","55.7",""
"2001Q4","Bulgaria","Total","From 15 to 64 years","Total","Percentage","60.5",""
"2001Q4","Bulgaria","Males","From 15 to 64 years","Total","Percentage","64.7",""
"2001Q4","Bulgaria","Females","From 15 to 64 years","Total","Percentage","56.4",""
"2001Q4","Czechia","Total","From 15 to 64 years","Total","Percentage","70.8",""
"2001Q4","Czechia","Males","From 15 to 64 years","Total","Percentage","78.7",""
"2001Q4","Czechia","Females","From 15 to 64 years","Total","Percentage","62.9",""
"2001Q4","Denmark","Total","From 15 to 64 years","Total","Percentage","80.5",""
"2001Q4","Denmark","Males","From 15 to 64 years","Total","Percentage","84.2",""
"2001Q4","Denmark","Females","From 15 to 64 years","Total","Percentage","76.7",""
"2001Q4","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","Estonia","Total","From 15 to 64 years","Total","Percentage","70.6",""
"2001Q4","Estonia","Males","From 15 to 64 years","Total","Percentage","75.9",""
"2001Q4","Estonia","Females","From 15 to 64 years","Total","Percentage","65.6",""
"2001Q4","Ireland","Total","From 15 to 64 years","Total","Percentage","68.4",""
"2001Q4","Ireland","Males","From 15 to 64 years","Total","Percentage","79.5",""
"2001Q4","Ireland","Females","From 15 to 64 years","Total","Percentage","57.2",""
"2001Q4","Greece","Total","From 15 to 64 years","Total","Percentage","63.1",""
"2001Q4","Greece","Males","From 15 to 64 years","Total","Percentage","77.1",""
"2001Q4","Greece","Females","From 15 to 64 years","Total","Percentage","49.3",""
"2001Q4","Spain","Total","From 15 to 64 years","Total","Percentage","65.2",""
"2001Q4","Spain","Males","From 15 to 64 years","Total","Percentage","78.7",""
"2001Q4","Spain","Females","From 15 to 64 years","Total","Percentage","51.5",""
"2001Q4","France","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","France","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","France","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","Croatia","Total","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","Croatia","Males","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","Croatia","Females","From 15 to 64 years","Total","Percentage",":",""
"2001Q4","Italy","Total","From 15 to 64 years","Total","Percentage","60.9",""
"2001Q4","Italy","Males","From 15 to 64 years","Total","Percentage","74.3",""
