TIME,GEO,Meat,,,Value,
2013,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),1 588.66,
2013,Ireland,Pigmeat,Slaughterings,Thousand tonnes,239.31,
2013,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),2 903.68,
2013,Ireland,Meat of sheep and goats,Slaughterings,Thousand tonnes,57.47,
2013,Ireland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),2 874.10,
,,,,,,
,,,,,,
2013,Ireland,Poultry meat,Slaughterings,Thousand tonnes,117.05,
2013,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),77 451.05,
2013,Ireland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Ireland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Greece,Bovine meat,Slaughterings,Thousand tonnes,50.12,
2013,Greece,Bovine meat,Slaughterings,Thousand heads (animals),201.87,
2013,Greece,Pigmeat,Slaughterings,Thousand tonnes,108.64,
2013,Greece,Pigmeat,Slaughterings,Thousand heads (animals),1 678.57,
2013,Greece,Meat of sheep and goats,Slaughterings,Thousand tonnes,85.71,
2013,Greece,Meat of sheep and goats,Slaughterings,Thousand heads (animals),7 972.33,
,,,,,,
,,,,,,
2013,Greece,Poultry meat,Slaughterings,Thousand tonnes,180.47,
2013,Greece,Poultry meat,Slaughterings,Thousand heads (animals),111 440.54,
2013,Greece,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Greece,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Spain,Bovine meat,Slaughterings,Thousand tonnes,580.84,
2013,Spain,Bovine meat,Slaughterings,Thousand heads (animals),2 222.00,
2013,Spain,Pigmeat,Slaughterings,Thousand tonnes,3 431.22,
2013,Spain,Pigmeat,Slaughterings,Thousand heads (animals),41 418.47,
2013,Spain,Meat of sheep and goats,Slaughterings,Thousand tonnes,127.2,
2013,Spain,Meat of sheep and goats,Slaughterings,Thousand heads (animals),11 525.79,
,,,,,,
,,,,,,
2013,Spain,Poultry meat,Slaughterings,Thousand tonnes,1 342.58,
2013,Spain,Poultry meat,Slaughterings,Thousand heads (animals),685 538.53,
2013,Spain,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Spain,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,France,Bovine meat,Slaughterings,Thousand tonnes,1 404.49,
2013,France,Bovine meat,Slaughterings,Thousand heads (animals),4 622.94,
2013,France,Pigmeat,Slaughterings,Thousand tonnes,2 150.30,
2013,France,Pigmeat,Slaughterings,Thousand heads (animals),23 728.13,
2013,France,Meat of sheep and goats,Slaughterings,Thousand tonnes,86.52,p
2013,France,Meat of sheep and goats,Slaughterings,Thousand heads (animals),4 996.14,p
,,,,,,
,,,,,,
2013,France,Poultry meat,Slaughterings,Thousand tonnes,1 695.00,p
2013,France,Poultry meat,Slaughterings,Thousand heads (animals),1 016 708.00,p
2013,France,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,France,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Croatia,Bovine meat,Slaughterings,Thousand tonnes,47.27,
2013,Croatia,Bovine meat,Slaughterings,Thousand heads (animals),208.2,
2013,Croatia,Pigmeat,Slaughterings,Thousand tonnes,79.8,
2013,Croatia,Pigmeat,Slaughterings,Thousand heads (animals),1 102.80,
2013,Croatia,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2013,Croatia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2013,Croatia,Poultry meat,Slaughterings,Thousand tonnes,55.7,e
2013,Croatia,Poultry meat,Slaughterings,Thousand heads (animals),:,c
2013,Croatia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Croatia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Italy,Bovine meat,Slaughterings,Thousand tonnes,855.32,
2013,Italy,Bovine meat,Slaughterings,Thousand heads (animals),3 065.13,
2013,Italy,Pigmeat,Slaughterings,Thousand tonnes,1 625.48,
2013,Italy,Pigmeat,Slaughterings,Thousand heads (animals),13 098.67,
2013,Italy,Meat of sheep and goats,Slaughterings,Thousand tonnes,36.55,
2013,Italy,Meat of sheep and goats,Slaughterings,Thousand heads (animals),3 168.71,
,,,,,,
,,,,,,
2013,Italy,Poultry meat,Slaughterings,Thousand tonnes,1 223.45,
2013,Italy,Poultry meat,Slaughterings,Thousand heads (animals),554 785.00,
2013,Italy,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Italy,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Cyprus,Bovine meat,Slaughterings,Thousand tonnes,4.57,
2013,Cyprus,Bovine meat,Slaughterings,Thousand heads (animals),15.2,
2013,Cyprus,Pigmeat,Slaughterings,Thousand tonnes,48.67,
2013,Cyprus,Pigmeat,Slaughterings,Thousand heads (animals),608.62,
2013,Cyprus,Meat of sheep and goats,Slaughterings,Thousand tonnes,5.29,
2013,Cyprus,Meat of sheep and goats,Slaughterings,Thousand heads (animals),268,
,,,,,,
,,,,,,
2013,Cyprus,Poultry meat,Slaughterings,Thousand tonnes,21.97,
2013,Cyprus,Poultry meat,Slaughterings,Thousand heads (animals),10 925.79,
2013,Cyprus,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Cyprus,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Latvia,Bovine meat,Slaughterings,Thousand tonnes,15.67,
2013,Latvia,Bovine meat,Slaughterings,Thousand heads (animals),80,
2013,Latvia,Pigmeat,Slaughterings,Thousand tonnes,26.22,
2013,Latvia,Pigmeat,Slaughterings,Thousand heads (animals),344.17,
2013,Latvia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.24,
2013,Latvia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),13.89,
,,,,,,
,,,,,,
2013,Latvia,Poultry meat,Slaughterings,Thousand tonnes,26.71,
2013,Latvia,Poultry meat,Slaughterings,Thousand heads (animals),16 597.84,
2013,Latvia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Latvia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Lithuania,Bovine meat,Slaughterings,Thousand tonnes,36.77,
2013,Lithuania,Bovine meat,Slaughterings,Thousand heads (animals),150.35,
2013,Lithuania,Pigmeat,Slaughterings,Thousand tonnes,67.01,
2013,Lithuania,Pigmeat,Slaughterings,Thousand heads (animals),857.83,
2013,Lithuania,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.09,
2013,Lithuania,Meat of sheep and goats,Slaughterings,Thousand heads (animals),5.09,
,,,,,,
,,,,,,
2013,Lithuania,Poultry meat,Slaughterings,Thousand tonnes,89.77,
2013,Lithuania,Poultry meat,Slaughterings,Thousand heads (animals),47 648.23,
2013,Lithuania,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Lithuania,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Luxembourg,Bovine meat,Slaughterings,Thousand tonnes,7.95,
2013,Luxembourg,Bovine meat,Slaughterings,Thousand heads (animals),22.19,
2013,Luxembourg,Pigmeat,Slaughterings,Thousand tonnes,10.87,
2013,Luxembourg,Pigmeat,Slaughterings,Thousand heads (animals),147.53,
2013,Luxembourg,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.04,
2013,Luxembourg,Meat of sheep and goats,Slaughterings,Thousand heads (animals),1.93,
,,,,,,
,,,,,,
2013,Luxembourg,Poultry meat,Slaughterings,Thousand tonnes,:,c
2013,Luxembourg,Poultry meat,Slaughterings,Thousand heads (animals),:,c
2013,Luxembourg,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Luxembourg,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Hungary,Bovine meat,Slaughterings,Thousand tonnes,22.64,
2013,Hungary,Bovine meat,Slaughterings,Thousand heads (animals),87.5,
2013,Hungary,Pigmeat,Slaughterings,Thousand tonnes,336.73,
2013,Hungary,Pigmeat,Slaughterings,Thousand heads (animals),3 749.91,
2013,Hungary,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.25,
2013,Hungary,Meat of sheep and goats,Slaughterings,Thousand heads (animals),14.47,
,,,,,,
,,,,,,
2013,Hungary,Poultry meat,Slaughterings,Thousand tonnes,394.45,
2013,Hungary,Poultry meat,Slaughterings,Thousand heads (animals),163 989.54,
2013,Hungary,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Hungary,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Malta,Bovine meat,Slaughterings,Thousand tonnes,1.13,
2013,Malta,Bovine meat,Slaughterings,Thousand heads (animals),4.07,
2013,Malta,Pigmeat,Slaughterings,Thousand tonnes,5.92,
2013,Malta,Pigmeat,Slaughterings,Thousand heads (animals),71.23,
2013,Malta,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.11,
2013,Malta,Meat of sheep and goats,Slaughterings,Thousand heads (animals),5.47,
,,,,,,
,,,,,,
2013,Malta,Poultry meat,Slaughterings,Thousand tonnes,4.12,
2013,Malta,Poultry meat,Slaughterings,Thousand heads (animals),2 353.22,
2013,Malta,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Malta,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Netherlands,Bovine meat,Slaughterings,Thousand tonnes,379.1,
2013,Netherlands,Bovine meat,Slaughterings,Thousand heads (animals),1 957.78,
2013,Netherlands,Pigmeat,Slaughterings,Thousand tonnes,1 306.95,
2013,Netherlands,Pigmeat,Slaughterings,Thousand heads (animals),14 013.58,
2013,Netherlands,Meat of sheep and goats,Slaughterings,Thousand tonnes,13.84,
2013,Netherlands,Meat of sheep and goats,Slaughterings,Thousand heads (animals),682.93,
,,,,,,
,,,,,,
2013,Netherlands,Poultry meat,Slaughterings,Thousand tonnes,:,c
2013,Netherlands,Poultry meat,Slaughterings,Thousand heads (animals),:,c
2013,Netherlands,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Netherlands,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Austria,Bovine meat,Slaughterings,Thousand tonnes,227.2,
2013,Austria,Bovine meat,Slaughterings,Thousand heads (animals),692.37,
2013,Austria,Pigmeat,Slaughterings,Thousand tonnes,528.21,
2013,Austria,Pigmeat,Slaughterings,Thousand heads (animals),5 417.37,
2013,Austria,Meat of sheep and goats,Slaughterings,Thousand tonnes,8.45,
2013,Austria,Meat of sheep and goats,Slaughterings,Thousand heads (animals),394,
,,,,,,
,,,,,,
2013,Austria,Poultry meat,Slaughterings,Thousand tonnes,:,c
2013,Austria,Poultry meat,Slaughterings,Thousand heads (animals),:,c
2013,Austria,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Austria,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Poland,Bovine meat,Slaughterings,Thousand tonnes,339.02,
2013,Poland,Bovine meat,Slaughterings,Thousand heads (animals),1 275.28,
2013,Poland,Pigmeat,Slaughterings,Thousand tonnes,1 684.26,
2013,Poland,Pigmeat,Slaughterings,Thousand heads (animals),19 119.83,
2013,Poland,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.65,
2013,Poland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),37.68,
,,,,,,
,,,,,,
2013,Poland,Poultry meat,Slaughterings,Thousand tonnes,1 651.98,
2013,Poland,Poultry meat,Slaughterings,Thousand heads (animals),830 327.35,
2013,Poland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Poland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Portugal,Bovine meat,Slaughterings,Thousand tonnes,84.09,
2013,Portugal,Bovine meat,Slaughterings,Thousand heads (animals),364.82,
2013,Portugal,Pigmeat,Slaughterings,Thousand tonnes,345.86,
2013,Portugal,Pigmeat,Slaughterings,Thousand heads (animals),5 178.37,
2013,Portugal,Meat of sheep and goats,Slaughterings,Thousand tonnes,10.78,
2013,Portugal,Meat of sheep and goats,Slaughterings,Thousand heads (animals),985.46,
,,,,,,
,,,,,,
2013,Portugal,Poultry meat,Slaughterings,Thousand tonnes,291.74,
2013,Portugal,Poultry meat,Slaughterings,Thousand heads (animals),194 457.26,
2013,Portugal,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Portugal,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Romania,Bovine meat,Slaughterings,Thousand tonnes,29.28,
2013,Romania,Bovine meat,Slaughterings,Thousand heads (animals),139.39,
2013,Romania,Pigmeat,Slaughterings,Thousand tonnes,308.44,
2013,Romania,Pigmeat,Slaughterings,Thousand heads (animals),3 753.08,
2013,Romania,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2013,Romania,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2013,Romania,Poultry meat,Slaughterings,Thousand tonnes,325.55,
2013,Romania,Poultry meat,Slaughterings,Thousand heads (animals),202 590.94,
2013,Romania,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Romania,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Slovenia,Bovine meat,Slaughterings,Thousand tonnes,32.1,
2013,Slovenia,Bovine meat,Slaughterings,Thousand heads (animals),110.33,
2013,Slovenia,Pigmeat,Slaughterings,Thousand tonnes,18.95,
2013,Slovenia,Pigmeat,Slaughterings,Thousand heads (animals),227.86,
2013,Slovenia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.09,
2013,Slovenia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),7.86,
,,,,,,
,,,,,,
2013,Slovenia,Poultry meat,Slaughterings,Thousand tonnes,57.09,
2013,Slovenia,Poultry meat,Slaughterings,Thousand heads (animals),32 315.68,
2013,Slovenia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Slovenia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Slovakia,Bovine meat,Slaughterings,Thousand tonnes,9.53,
2013,Slovakia,Bovine meat,Slaughterings,Thousand heads (animals),35.77,
2013,Slovakia,Pigmeat,Slaughterings,Thousand tonnes,52.4,
2013,Slovakia,Pigmeat,Slaughterings,Thousand heads (animals),573.9,
2013,Slovakia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.5,
2013,Slovakia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),70.96,
,,,,,,
,,,,,,
2013,Slovakia,Poultry meat,Slaughterings,Thousand tonnes,:,c
2013,Slovakia,Poultry meat,Slaughterings,Thousand heads (animals),:,c
2013,Slovakia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Slovakia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Finland,Bovine meat,Slaughterings,Thousand tonnes,80.42,
2013,Finland,Bovine meat,Slaughterings,Thousand heads (animals),266.59,
2013,Finland,Pigmeat,Slaughterings,Thousand tonnes,194.49,
2013,Finland,Pigmeat,Slaughterings,Thousand heads (animals),2 144.59,
2013,Finland,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.92,
2013,Finland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),47.05,
,,,,,,
,,,,,,
2013,Finland,Poultry meat,Slaughterings,Thousand tonnes,111.09,
2013,Finland,Poultry meat,Slaughterings,Thousand heads (animals),63 138.33,
2013,Finland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Finland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Sweden,Bovine meat,Slaughterings,Thousand tonnes,135.73,
2013,Sweden,Bovine meat,Slaughterings,Thousand heads (animals),452.68,
2013,Sweden,Pigmeat,Slaughterings,Thousand tonnes,234.1,
2013,Sweden,Pigmeat,Slaughterings,Thousand heads (animals),2 550.71,
2013,Sweden,Meat of sheep and goats,Slaughterings,Thousand tonnes,4.91,
2013,Sweden,Meat of sheep and goats,Slaughterings,Thousand heads (animals),253.41,
,,,,,,
,,,,,,
2013,Sweden,Poultry meat,Slaughterings,Thousand tonnes,124.83,
2013,Sweden,Poultry meat,Slaughterings,Thousand heads (animals),86 133.06,
2013,Sweden,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Sweden,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,United Kingdom,Bovine meat,Slaughterings,Thousand tonnes,847.66,
2013,United Kingdom,Bovine meat,Slaughterings,Thousand heads (animals),2 628.65,
2013,United Kingdom,Pigmeat,Slaughterings,Thousand tonnes,832.92,
2013,United Kingdom,Pigmeat,Slaughterings,Thousand heads (animals),10 298.84,
2013,United Kingdom,Meat of sheep and goats,Slaughterings,Thousand tonnes,290.31,
2013,United Kingdom,Meat of sheep and goats,Slaughterings,Thousand heads (animals),14 563.43,
,,,,,,
,,,,,,
2013,United Kingdom,Poultry meat,Slaughterings,Thousand tonnes,1 662.20,
2013,United Kingdom,Poultry meat,Slaughterings,Thousand heads (animals),975 424.09,
2013,United Kingdom,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,United Kingdom,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Iceland,Bovine meat,Slaughterings,Thousand tonnes,3.8,
2013,Iceland,Bovine meat,Slaughterings,Thousand heads (animals),19.9,
2013,Iceland,Pigmeat,Slaughterings,Thousand tonnes,6.3,
2013,Iceland,Pigmeat,Slaughterings,Thousand heads (animals),77.4,
2013,Iceland,Meat of sheep and goats,Slaughterings,Thousand tonnes,9.8,
2013,Iceland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),590.7,
,,,,,,
,,,,,,
2013,Iceland,Poultry meat,Slaughterings,Thousand tonnes,7.8,
2013,Iceland,Poultry meat,Slaughterings,Thousand heads (animals),4 957.20,
2013,Iceland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Iceland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Switzerland,Bovine meat,Slaughterings,Thousand tonnes,:,
2013,Switzerland,Bovine meat,Slaughterings,Thousand heads (animals),:,
2013,Switzerland,Pigmeat,Slaughterings,Thousand tonnes,:,
2013,Switzerland,Pigmeat,Slaughterings,Thousand heads (animals),:,
2013,Switzerland,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,
2013,Switzerland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,
,,,,,,
,,,,,,
2013,Switzerland,Poultry meat,Slaughterings,Thousand tonnes,:,
2013,Switzerland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2013,Switzerland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Switzerland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Montenegro,Bovine meat,Slaughterings,Thousand tonnes,:,
2013,Montenegro,Bovine meat,Slaughterings,Thousand heads (animals),:,
2013,Montenegro,Pigmeat,Slaughterings,Thousand tonnes,:,
2013,Montenegro,Pigmeat,Slaughterings,Thousand heads (animals),:,
2013,Montenegro,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,
2013,Montenegro,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,
,,,,,,
,,,,,,
2013,Montenegro,Poultry meat,Slaughterings,Thousand tonnes,:,
2013,Montenegro,Poultry meat,Slaughterings,Thousand heads (animals),:,
2013,Montenegro,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Montenegro,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Albania,Bovine meat,Slaughterings,Thousand tonnes,:,
2013,Albania,Bovine meat,Slaughterings,Thousand heads (animals),:,
2013,Albania,Pigmeat,Slaughterings,Thousand tonnes,:,
2013,Albania,Pigmeat,Slaughterings,Thousand heads (animals),:,
2013,Albania,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,
2013,Albania,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,
,,,,,,
,,,,,,
2013,Albania,Poultry meat,Slaughterings,Thousand tonnes,:,
2013,Albania,Poultry meat,Slaughterings,Thousand heads (animals),:,
2013,Albania,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2013,Albania,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2013,Serbia,Bovine meat,Slaughterings,Thousand tonnes,35.49,
2013,Serbia,Bovine meat,Slaughterings,Thousand heads (animals),146.84,
2013,Serbia,Pigmeat,Slaughterings,Thousand tonnes,132.3,
2013,Serbia,Pigmeat,Slaughterings,Thousand heads (animals),1 782.60,
2013,Serbia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.94,
2013,Serbia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),52.41,
